Row Labels, amount_spent,frequency ,max_date,Current_date,recency,frequency_score,monetary_score2
12949,4143.02,219,9/11/2011,3/26/2013,562,9,9
12950,1843,23,11/15/2011,3/27/2013,498,3,7
12951,1042.07,65,6/29/2011,3/28/2013,638,6,6
12952,1382.84,80,10/27/2011,3/29/2013,519,6,7
12953,329.85,17,11/30/2011,3/30/2013,486,2,2
12955,4734.26,183,11/23/2011,3/31/2013,494,8,9
12956,108.07,19,6/2/2011,4/1/2013,669,2,0
12957,3979.04,244,11/30/2011,4/2/2013,489,9,9
12962,266.39,16,8/18/2011,4/3/2013,594,2,2
12963,1841.03,96,11/29/2011,4/4/2013,492,7,7
12965,771.91,109,11/9/2011,4/5/2013,513,7,5
12966,160.18,10,11/30/2011,4/6/2013,493,1,1
12967,1194.75,33,10/2/2011,4/7/2013,553,4,6
12968,135.95,5,8/19/2011,4/8/2013,598,0,0
12970,452.24,151,2/12/2011,4/9/2013,787,8,3
12971,10930.26,308,12/1/2011,4/10/2013,496,9,9
12974,144.8,8,5/26/2011,4/11/2013,686,1,0
12976,738.6,22,12/5/2011,4/12/2013,494,3,5
12977,39.24,9,6/7/2011,4/13/2013,676,1,0
12980,7092.06,24,12/1/2011,4/14/2013,500,3,9
12981,372.22,20,10/11/2011,4/15/2013,552,2,3
12982,377.2,34,11/4/2011,4/16/2013,529,4,3
12984,97.5,4,11/21/2011,4/17/2013,513,0,0
12985,1215.62,78,11/11/2011,4/18/2013,524,6,6
12987,545,30,9/27/2011,4/19/2013,570,4,4
12988,535.32,92,2/20/2011,4/20/2013,790,7,4
12989,6854.51,68,12/9/2011,4/21/2013,499,6,9
12990,409.5,13,8/11/2011,4/22/2013,620,1,3
12991,503.76,31,11/16/2011,4/23/2013,524,4,4
12993,414.76,27,11/16/2011,4/24/2013,525,3,3
12994,902.22,73,11/8/2011,4/25/2013,534,6,5
12995,200.72,5,9/23/2011,4/26/2013,581,0,1
12997,1197.94,67,12/9/2011,4/27/2013,505,6,6
12999,455.88,28,8/4/2011,4/28/2013,633,3,3
13000,534.85,31,8/25/2011,4/29/2013,613,4,4
13001,9797.92,342,11/17/2011,4/30/2013,530,9,9
13002,120.95,7,1/25/2011,5/1/2013,827,0,0
13003,149.05,6,11/7/2011,5/2/2013,542,0,1
13004,5613.43,409,11/28/2011,5/3/2013,522,9,9
13005,468.95,29,8/4/2011,5/4/2013,639,3,4
13006,81.57,4,10/14/2011,5/5/2013,569,0,0
13008,178.47,15,1/20/2011,5/6/2013,837,2,1
13011,50.55,3,2/12/2010,5/7/2013,1180,0,0
13012,1311.62,107,11/30/2011,5/8/2013,525,7,6
13013,4786.99,222,12/7/2011,5/9/2013,519,9,9
13014,3365.43,123,11/29/2011,5/10/2013,528,7,8
13015,3346.28,176,10/17/2011,5/11/2013,572,8,8
13016,789.89,47,9/27/2011,5/12/2013,593,5,5
13017,204,1,2/12/2011,5/13/2013,821,0,1
13018,7272.75,459,11/23/2011,5/14/2013,538,9,9
13021,2584.4,134,11/14/2011,5/15/2013,548,8,8
13023,689.9,40,6/10/2011,5/16/2013,706,4,5
13026,936.15,43,11/15/2011,5/17/2013,549,5,6
13027,6912,26,8/18/2011,5/18/2013,639,3,9
13028,659.68,47,11/17/2011,5/19/2013,549,5,5
13029,1247.5,10,9/11/2011,5/20/2013,617,1,6
13030,799.48,99,11/28/2011,5/21/2013,540,7,5
13032,996.52,75,10/18/2011,5/22/2013,582,6,6
13033,190.55,11,12/17/2010,5/23/2013,888,1,1
13034,642.77,37,10/16/2011,5/24/2013,586,4,4
13035,886.63,30,10/13/2011,5/25/2013,590,4,5
13037,881.07,48,7/24/2011,5/26/2013,672,5,5
13038,908.46,28,9/20/2011,5/27/2013,615,3,5
13040,676.99,43,6/11/2011,5/28/2013,717,5,5
13043,471.57,14,11/3/2011,5/29/2013,573,1,4
13044,560.47,33,2/21/2011,5/30/2013,829,4,4
13045,305.28,18,1/9/2011,5/31/2013,873,2,2
13046,629.31,35,9/11/2011,6/1/2013,629,4,4
13047,3079.1,196,10/24/2011,6/2/2013,587,8,8
13048,1805.91,137,11/25/2011,6/3/2013,556,8,7
13049,656.68,14,6/10/2011,6/4/2013,725,1,5
13050,5684.61,422,11/30/2011,6/5/2013,553,9,9
13052,348.15,18,11/5/2011,6/6/2013,579,2,3
13055,1201.96,78,10/5/2011,6/7/2013,611,6,6
13058,271.4,8,12/10/2011,6/8/2013,546,1,2
13059,183.4,8,4/4/2011,6/9/2013,797,1,1
13060,307.53,15,3/31/2011,6/10/2013,802,2,2
13061,248.61,10,9/28/2011,6/11/2013,622,1,2
13062,346.98,11,1/6/2011,6/12/2013,888,1,3
13064,1119.49,69,12/9/2011,6/13/2013,552,6,6
13065,205.86,14,1/12/2010,6/14/2013,1249,1,1
13066,430.9,49,11/15/2011,6/15/2013,578,5,3
13067,115.46,15,9/18/2011,6/16/2013,637,2,0
13068,344,2,11/29/2011,6/17/2013,566,0,3
13069,3717.82,470,12/8/2011,6/18/2013,558,9,9
13070,228.8,9,5/31/2011,6/19/2013,750,1,1
13072,177.15,7,3/18/2011,6/20/2013,825,0,1
13075,919.61,22,2/8/2011,6/21/2013,864,3,6
13077,729.27,112,8/12/2011,6/22/2013,680,7,5
13078,12432.28,380,12/10/2011,6/23/2013,561,9,9
13079,220.1,6,11/18/2011,6/24/2013,584,0,1
13080,58.08,6,6/13/2011,6/25/2013,743,0,0
13081,27964.48,1057,11/28/2011,6/26/2013,576,9,9
13082,3595.48,75,6/16/2011,6/27/2013,742,6,9
13083,303.75,18,9/25/2011,6/28/2013,642,2,2
13085,272.38,29,5/7/2011,6/29/2013,784,3,2
13089,57385.88,1857,12/4/2011,6/30/2013,574,9,9
13090,8689.39,161,11/20/2011,7/1/2013,589,8,9
13091,319.82,24,11/18/2011,7/2/2013,592,3,2
13092,459.83,26,12/5/2011,7/3/2013,576,3,3
13093,7741.47,170,12/1/2011,7/4/2013,581,8,9
13094,1708.86,30,11/18/2011,7/5/2013,595,4,7
13095,74.4,6,9/30/2011,7/6/2013,645,0,0
13097,5893.32,437,9/23/2011,7/7/2013,653,9,9
13098,28658.88,605,12/4/2011,7/8/2013,582,9,9
13099,207.36,1,1/9/2011,7/9/2013,912,0,1
13101,101.19,8,4/19/2011,7/10/2013,813,1,0
13102,6336.29,310,11/16/2011,7/11/2013,603,9,9
13103,243.94,8,10/31/2011,7/12/2013,620,1,2
13104,1098.48,20,10/24/2011,7/13/2013,628,2,6
13106,59.5,2,7/29/2011,7/14/2013,716,0,0
13107,1524.07,60,10/26/2011,7/15/2013,628,6,7
13108,350.06,10,2/12/2010,7/16/2013,1250,1,3
13109,766.84,50,11/10/2011,7/17/2013,615,5,5
13110,1452.87,146,10/17/2011,7/18/2013,640,8,7
13113,10510,279,12/5/2011,7/19/2013,592,9,9
13115,2205.63,132,12/10/2011,7/20/2013,588,8,8
13116,485.19,31,8/14/2011,7/21/2013,707,4,4
13117,984.91,76,11/18/2011,7/22/2013,612,6,6
13118,1125,82,11/20/2011,7/23/2013,611,6,6
13120,30.6,1,4/15/2011,7/24/2013,831,0,0
13121,254.73,53,3/15/2011,7/25/2013,863,5,2
13122,922.39,55,6/9/2011,7/26/2013,778,5,6
13124,3866.33,235,11/9/2011,7/27/2013,626,9,9
13126,2056.29,142,11/1/2011,7/28/2013,635,8,8
13127,259.17,15,9/23/2011,7/29/2013,675,2,2
13130,64,2,6/9/2011,7/30/2013,782,0,0
13131,1039.3,46,11/16/2011,7/31/2013,623,5,6
13132,77.3,3,3/23/2011,8/1/2013,862,0,0
13133,109.8,7,11/3/2011,8/2/2013,638,0,0
13134,1740.63,105,9/28/2011,8/3/2013,675,7,7
13135,3096,1,5/27/2011,8/4/2013,800,0,8
13136,2545.38,139,12/9/2011,8/5/2013,605,8,8
13137,3605.08,705,11/29/2011,8/6/2013,616,9,9
13138,962.39,63,11/17/2011,8/7/2013,629,6,6
13139,5055.79,174,11/23/2011,8/8/2013,624,8,9
13140,423.72,46,8/23/2011,8/9/2013,717,5,3
13141,2385.8,136,9/16/2011,8/10/2013,694,8,8
13142,307.09,23,11/20/2011,8/11/2013,630,3,2
13144,110.95,3,11/1/2011,8/12/2013,650,0,0
13145,614.77,7,10/31/2011,8/13/2013,652,0,4
13146,228.91,17,11/13/2011,8/14/2013,640,2,1
13147,712.8,4,11/29/2011,8/15/2013,625,0,5
13148,3348.48,347,10/11/2011,8/16/2013,675,9,8
13149,1676.06,86,11/25/2011,8/17/2013,631,7,7
13151,1250.37,75,5/20/2011,8/18/2013,821,6,6
13153,486.22,15,4/12/2011,8/19/2013,860,2,4
13154,-611.86,1,7/18/2011,8/20/2013,764,0,0
13155,971.76,85,9/21/2011,8/21/2013,700,6,6
13157,1721.57,89,12/4/2011,8/22/2013,627,7,7
13158,1201.06,79,12/8/2011,8/23/2013,624,6,6
13159,1379.75,122,10/20/2011,8/24/2013,674,7,7
13160,91.8,4,11/17/2011,8/25/2013,647,0,0
13161,112.75,8,1/30/2011,8/26/2013,939,1,0
13162,1644.99,82,11/1/2011,8/27/2013,665,6,7
13165,1021.48,42,10/24/2011,8/28/2013,674,4,6
13166,414.7,42,2/3/2011,8/29/2013,938,4,3
13167,791.33,65,11/21/2011,8/30/2013,648,6,5
13168,1310.14,133,5/24/2011,8/31/2013,830,8,6
13169,712.88,13,7/10/2011,9/1/2013,784,1,5
13170,116.01,32,11/13/2011,9/2/2013,659,4,0
13171,426.81,48,11/23/2011,9/3/2013,650,5,3
13173,353.65,43,5/12/2011,9/4/2013,846,5,3
13174,2817.03,314,11/23/2011,9/5/2013,652,9,8
13176,492.84,72,10/24/2011,9/6/2013,683,6,4
13177,282.45,17,6/10/2011,9/7/2013,820,2,2
13178,5725.47,265,11/13/2011,9/8/2013,665,9,9
13182,121.18,11,10/25/2011,9/9/2013,685,1,0
13183,3957.78,94,9/14/2011,9/10/2013,727,7,9
13184,1648.79,183,11/25/2011,9/11/2013,656,8,7
13185,71.4,1,3/17/2011,9/12/2013,910,0,0
13186,1539.69,84,11/8/2011,9/13/2013,675,6,7
13187,236.02,37,6/1/2011,9/14/2013,836,4,2
13188,114.6,2,11/28/2011,9/15/2013,657,0,0
13189,260.68,29,11/21/2011,9/16/2013,665,3,2
13192,911.94,63,5/18/2011,9/17/2013,853,6,6
13193,117.88,29,9/10/2011,9/18/2013,739,3,0
13194,60.7,3,7/27/2011,9/19/2013,785,0,0
13196,1797.78,110,11/28/2011,9/20/2013,662,7,7
13198,3384.09,229,11/29/2011,9/21/2013,662,9,8
13199,9803.96,120,11/29/2011,9/22/2013,663,7,9
13200,870.09,46,11/20/2011,9/23/2013,673,5,5
13203,869.46,57,11/30/2011,9/24/2013,664,5,5
13207,250.26,8,12/7/2011,9/25/2013,658,1,2
13208,1205.9,150,12/10/2011,9/26/2013,656,8,6
13209,5820.16,329,9/11/2011,9/27/2013,747,9,9
13210,353.48,22,7/9/2011,9/28/2013,812,3,3
13211,1197.42,56,11/29/2011,9/29/2013,670,5,6
13212,780.58,143,11/30/2011,9/30/2013,670,8,5
13213,1518.43,92,10/14/2011,10/1/2013,718,7,7
13216,333.74,5,3/17/2011,10/2/2013,930,0,2
13217,133.62,7,9/8/2011,10/3/2013,756,0,0
13218,62.64,5,4/8/2011,10/4/2013,910,0,0
13220,819.29,21,9/22/2011,10/5/2013,744,2,5
13221,847.41,66,4/13/2011,10/6/2013,907,6,5
13223,163.2,5,5/23/2011,10/7/2013,868,0,1
13224,2150.85,109,11/7/2011,10/8/2013,701,7,8
13225,6083.04,34,10/10/2011,10/9/2013,730,4,9
13226,108.21,16,11/3/2011,10/10/2013,707,2,0
13227,257.7,9,5/22/2011,10/11/2013,873,1,2
13228,358,2,9/19/2011,10/12/2013,754,0,3
13229,160.95,10,4/28/2011,10/13/2013,899,1,1
13230,2763.41,612,10/11/2011,10/14/2013,734,9,8
13232,1357.6,207,12/6/2011,10/15/2013,679,8,7
13233,605.12,43,9/26/2011,10/16/2013,751,5,4
13235,101.17,59,12/5/2011,10/17/2013,682,6,0
13236,727.27,39,12/9/2011,10/18/2013,679,4,5
13238,680.83,32,11/28/2011,10/19/2013,691,4,5
13239,329.56,21,3/23/2011,10/20/2013,942,2,2
13240,663.65,67,6/19/2011,10/21/2013,855,6,5
13242,270.4,13,10/5/2011,10/22/2013,748,1,2
13243,600.07,58,5/20/2011,10/23/2013,887,5,4
13244,121.74,27,8/9/2011,10/24/2013,807,3,0
13245,430.5,16,10/20/2011,10/25/2013,736,2,3
13246,1922.1,143,11/21/2011,10/26/2013,705,8,7
13247,501.12,25,11/22/2011,10/27/2013,705,3,4
13248,465.68,26,7/8/2011,10/28/2013,843,3,4
13249,711.41,23,8/9/2011,10/29/2013,812,3,5
13253,1030.4,36,6/7/2011,10/30/2013,876,4,6
13255,390.66,14,11/30/2011,10/31/2013,701,1,3
13258,698.58,38,11/28/2011,11/1/2013,704,4,5
13259,292.32,87,9/10/2011,11/2/2013,784,7,2
13260,557.62,8,9/10/2011,11/3/2013,785,1,4
13261,944.1,9,3/16/2011,11/4/2013,964,1,6
13262,200.29,11,3/21/2011,11/5/2013,960,1,1
13263,7454.07,1677,12/5/2011,11/6/2013,702,9,9
13265,2107.66,91,12/9/2011,11/7/2013,699,7,8
13266,3717.67,202,11/28/2011,11/8/2013,711,8,9
13267,4404.44,224,12/1/2011,11/9/2013,709,9,9
13268,3167.64,447,12/4/2011,11/10/2013,707,9,8
13269,5315.92,320,12/9/2011,11/11/2013,703,9,9
13270,590,1,8/12/2010,11/12/2013,1188,0,4
13271,178.26,101,2/11/2011,11/13/2013,1006,7,1
13272,276.56,15,11/9/2011,11/14/2013,736,2,2
13273,138.98,16,8/18/2011,11/15/2013,820,2,0
13276,590.93,30,7/10/2011,11/16/2013,860,4,4
13277,258.4,8,11/24/2011,11/17/2013,724,1,2
13278,542.73,46,10/30/2011,11/18/2013,750,5,4
13279,126.3,11,9/22/2011,11/19/2013,789,1,0
13280,814.86,85,9/8/2011,11/20/2013,804,6,5
13282,1047.84,40,12/5/2011,11/21/2013,717,4,6
13283,93.66,7,11/10/2011,11/22/2013,743,0,0
13284,196.15,14,1/21/2011,11/23/2013,1037,1,1
13285,2709.12,187,11/16/2011,11/24/2013,739,8,8
13291,361.11,42,7/7/2011,11/25/2013,872,4,3
13292,578.94,31,2/28/2011,11/26/2013,1002,4,4
13294,873.74,54,4/4/2011,11/27/2013,968,5,5
13295,197.95,11,12/15/2010,11/28/2013,1079,1,1
13296,87.4,5,7/25/2011,11/29/2013,858,0,0
13297,2089.85,59,11/16/2011,11/30/2013,745,6,8
13298,360,2,8/12/2011,12/1/2013,842,0,3
13299,142.5,5,3/16/2011,12/2/2013,992,0,0
13300,365.29,22,6/28/2011,12/3/2013,889,3,3
13301,618.09,81,8/28/2011,12/4/2013,829,6,4
13302,63.75,1,7/7/2011,12/5/2013,882,0,0
13304,300.42,21,12/23/2010,12/6/2013,1079,2,2
13305,2000.86,81,11/18/2011,12/7/2013,750,6,7
13307,15,1,11/8/2011,12/8/2013,761,0,0
13308,1367.61,57,11/17/2011,12/9/2013,753,5,7
13309,1456.79,107,12/9/2011,12/10/2013,732,7,7
13310,1083.63,77,11/11/2011,12/11/2013,761,6,6
13311,598.57,26,12/7/2011,12/12/2013,736,3,4
13313,1555.32,78,11/17/2011,12/13/2013,757,6,7
13314,578.66,75,10/19/2011,12/14/2013,787,6,4
13316,5815.49,88,9/21/2011,12/15/2013,816,7,9
13317,2140.07,135,9/6/2011,12/16/2013,832,8,8
13318,640.76,20,8/12/2011,12/17/2013,858,2,4
13319,10664.34,500,12/9/2011,12/18/2013,740,9,9
13320,1491.7,110,12/5/2011,12/19/2013,745,7,7
13321,567.36,11,9/28/2011,12/20/2013,814,1,4
13322,199.48,25,11/22/2011,12/21/2013,760,3,1
13323,787.85,21,11/18/2011,12/22/2013,765,2,5
13324,7072.8,77,12/4/2011,12/23/2013,750,6,9
13325,675.3,12,9/19/2011,12/24/2013,827,1,5
13327,3617.57,109,8/19/2011,12/25/2013,859,7,9
13328,1308.48,17,1/27/2011,12/26/2013,1064,2,6
13329,740.4,19,8/11/2011,12/27/2013,869,2,5
13330,1140.93,53,8/9/2011,12/28/2013,872,5,6
13332,350.9,21,11/25/2011,12/29/2013,765,2,3
13334,3536.82,268,9/18/2011,12/30/2013,834,9,9
13336,795.12,51,9/23/2011,12/31/2013,830,5,5
13338,431.82,24,8/7/2011,1/1/2014,878,3,3
13339,860.12,54,5/23/2011,1/2/2014,955,5,5
13340,10736.48,134,10/25/2011,1/3/2014,801,8,9
13341,775.85,42,3/24/2011,1/4/2014,1017,4,5
13343,303.93,22,6/20/2011,1/5/2014,930,3,2
13344,2543.72,119,7/3/2011,1/6/2014,918,7,8
13345,377.6,22,8/3/2011,1/7/2014,888,3,3
13347,341.36,8,9/30/2011,1/8/2014,831,1,3
13348,233.76,14,6/10/2011,1/9/2014,944,1,1
13349,247.32,16,11/29/2011,1/10/2014,773,2,2
13350,910.72,43,11/23/2011,1/11/2014,780,5,6
13351,373.94,16,4/10/2011,1/12/2014,1008,2,3
13352,389.28,27,10/10/2011,1/13/2014,826,3,3
13354,743.53,51,9/29/2011,1/14/2014,838,5,5
13355,674.7,32,9/8/2011,1/15/2014,860,4,5
13356,768.24,42,9/20/2011,1/16/2014,849,4,5
13357,609.95,90,3/27/2011,1/17/2014,1027,7,4
13358,439.03,29,3/16/2011,1/18/2014,1039,3,3
13359,431.26,24,11/10/2011,1/19/2014,801,3,3
13362,3085.49,169,11/30/2011,1/20/2014,782,8,8
13363,992.5,60,11/22/2011,1/21/2014,791,6,6
13364,0,20,9/29/2011,1/22/2014,846,2,0
13365,2191.22,132,6/11/2011,1/23/2014,957,8,8
13366,56.16,1,10/20/2011,1/24/2014,827,0,0
13368,623.4,29,6/1/2011,1/25/2014,969,3,4
13369,263.75,19,12/20/2010,1/26/2014,1133,2,2
13370,721.32,44,8/12/2010,1/27/2014,1264,5,5
13372,378.64,23,11/9/2011,1/28/2014,811,3,3
13373,3312.25,158,10/10/2011,1/29/2014,842,8,8
13375,772.9,38,12/9/2011,1/30/2014,783,4,5
13376,1019.76,53,5/20/2011,1/31/2014,987,5,6
13379,572.56,97,11/13/2011,2/1/2014,811,7,4
13381,3626.81,173,11/18/2011,2/2/2014,807,8,9
13382,222.99,15,4/3/2011,2/3/2014,1037,2,1
13384,4122.28,155,10/25/2011,2/4/2014,833,8,9
13385,534.57,35,1/14/2011,2/5/2014,1118,4,4
13388,627.15,36,10/8/2011,2/6/2014,852,4,4
13389,797.96,51,11/28/2011,2/7/2014,802,5,5
13390,544.08,13,9/26/2011,2/8/2014,866,1,4
13391,59.8,1,5/20/2011,2/9/2014,996,0,0
13394,2312.8,164,11/7/2011,2/10/2014,826,8,8
13395,307.72,21,7/6/2011,2/11/2014,951,2,2
13396,1325.29,47,11/18/2011,2/12/2014,817,5,7
13397,1539.18,39,9/28/2011,2/13/2014,869,4,7
13398,457.34,26,5/31/2011,2/14/2014,990,3,3
13402,621.23,39,4/8/2011,2/15/2014,1044,4,4
13403,75,3,11/22/2011,2/16/2014,817,0,0
13404,252.49,11,11/5/2011,2/17/2014,835,1,2
13405,572.451,27,9/26/2011,2/18/2014,876,3,4
13408,27487.41,501,12/7/2011,2/19/2014,805,9,9
13410,988.91,30,11/15/2011,2/20/2014,828,4,6
13411,213.55,18,8/24/2011,2/21/2014,912,2,1
13414,1390.5,24,7/29/2011,2/22/2014,939,3,7
13416,712.5,19,10/27/2011,2/23/2014,850,2,5
13417,640.83,28,5/18/2011,2/24/2014,1013,3,4
13418,5845.44,314,11/28/2011,2/25/2014,820,9,9
13419,221.06,16,7/10/2011,2/26/2014,962,2,1
13420,140.35,10,7/28/2011,2/27/2014,945,1,0
13421,1848.98,105,10/30/2011,2/28/2014,852,7,7
13422,2601.55,128,10/19/2011,3/1/2014,864,8,8
13425,1624.21,78,8/23/2011,3/2/2014,922,6,7
13426,3550.7,159,11/29/2011,3/3/2014,825,8,9
13427,582.6,29,11/20/2011,3/4/2014,835,3,4
13428,218.47,74,11/29/2011,3/5/2014,827,6,1
13429,1006.8,67,11/29/2011,3/6/2014,828,6,6
13430,648.69,54,11/21/2011,3/7/2014,837,5,5
13431,1269.1,46,12/9/2011,3/8/2014,820,5,6
13434,534.24,10,9/26/2011,3/9/2014,895,1,4
13435,3794.49,103,11/15/2011,3/10/2014,846,7,9
13436,196.89,12,8/12/2011,3/11/2014,942,1,1
13437,3408.06,167,11/25/2011,3/12/2014,838,8,8
13439,283.71,54,3/29/2011,3/13/2014,1080,5,2
13441,296.64,13,9/9/2011,3/14/2014,917,1,2
13447,1104.23,62,11/16/2011,3/15/2014,850,6,6
13448,3465.67,199,11/23/2011,3/16/2014,844,8,8
13449,291.88,19,11/16/2011,3/17/2014,852,2,2
13450,2043.72,71,11/13/2011,3/18/2014,856,6,8
13451,2916.45,444,12/5/2011,3/19/2014,835,9,8
13452,590,2,3/25/2011,3/20/2014,1091,0,4
13453,356.98,17,6/27/2011,3/21/2014,998,2,3
13455,1007.35,53,11/15/2011,3/22/2014,858,5,6
13456,1737.82,65,11/22/2011,3/23/2014,852,6,7
13458,9537.92,394,12/4/2011,3/24/2014,841,9,9
13460,183.44,17,10/21/2011,3/25/2014,886,2,1
13461,1445,27,7/24/2011,3/26/2014,976,3,7
13462,143.25,10,9/6/2011,3/27/2014,933,1,0
13464,674.68,41,12/10/2011,3/28/2014,839,4,5
13466,297.95,18,8/31/2011,3/29/2014,941,2,2
13467,1083.71,99,11/29/2011,3/30/2014,852,7,6
13468,5656.75,306,12/10/2011,3/31/2014,842,9,9
13470,165,10,8/16/2011,4/1/2014,959,1,1
13471,2531.58,260,11/18/2011,4/2/2014,866,9,8
13473,417.54,22,11/1/2011,4/3/2014,884,3,3
13474,229.59,64,4/17/2011,4/4/2014,1083,6,1
13475,1431.78,86,6/5/2011,4/5/2014,1035,7,7
13476,1092.77,61,10/3/2011,4/6/2014,916,6,6
13477,1441.53,81,12/5/2011,4/7/2014,854,6,7
13479,291,16,5/25/2011,4/8/2014,1049,2,2
13481,1776.81,112,10/25/2011,4/9/2014,897,7,7
13482,184.64,11,4/21/2011,4/10/2014,1085,1,1
13483,140.34,10,5/10/2011,4/11/2014,1067,1,0
13484,313.8,8,12/4/2011,4/12/2014,860,1,2
13485,454.24,23,4/20/2011,4/13/2014,1089,3,3
13486,1122.41,69,9/22/2011,4/14/2014,935,6,6
13487,575.4,34,10/13/2011,4/15/2014,915,4,4
13488,8910.61,427,12/1/2011,4/16/2014,867,9,9
13489,449.52,14,8/26/2011,4/17/2014,965,1,3
13491,1215.82,86,11/1/2011,4/18/2014,899,7,6
13492,1269.84,50,9/5/2011,4/19/2014,957,5,6
13493,618.63,8,9/3/2011,4/20/2014,960,1,4
13494,316.26,18,1/2/2011,4/21/2014,1205,2,2
13495,1990.12,52,4/21/2011,4/22/2014,1097,5,7
13496,617.93,36,11/29/2011,4/23/2014,876,4,4
13497,321.05,20,2/3/2011,4/24/2014,1176,2,2
13499,1146.96,45,11/22/2011,4/25/2014,885,5,6
13500,1136.77,67,11/16/2011,4/26/2014,892,6,6
13501,1310.47,53,11/4/2011,4/27/2014,905,5,6
13502,292,18,11/23/2011,4/28/2014,887,2,2
13503,216.85,17,9/29/2011,4/29/2014,943,2,1
13504,295.93,22,6/10/2011,4/30/2014,1055,3,2
13505,4282.88,227,9/28/2011,5/1/2014,946,9,9
13506,452.82,29,1/31/2011,5/2/2014,1187,3,3
13507,2479.16,162,8/24/2011,5/3/2014,983,8,8
13508,110.97,12,10/4/2011,5/4/2014,943,1,0
13509,979.72,44,11/3/2011,5/5/2014,914,5,6
13510,1785.16,117,10/25/2011,5/6/2014,924,7,7
13512,251.21,15,3/24/2011,5/7/2014,1140,2,2
13513,205.1,10,5/8/2011,5/8/2014,1096,1,1
13514,152.2,4,9/27/2011,5/9/2014,955,0,1
13515,891.12,59,9/28/2011,5/10/2014,955,6,5
13516,1389.41,44,11/18/2011,5/11/2014,905,5,7
13517,2109.07,143,11/10/2011,5/12/2014,914,8,8
13518,659.44,38,9/15/2011,5/13/2014,971,4,5
13519,110.8,9,10/20/2011,5/14/2014,937,1,0
13520,3487.75,95,12/10/2011,5/15/2014,887,7,8
13521,1093.65,436,11/29/2011,5/16/2014,899,9,6
13522,125.8,5,9/11/2011,5/17/2014,979,0,0
13523,3755.38,177,10/24/2011,5/18/2014,937,8,9
13524,680.18,27,10/30/2011,5/19/2014,932,3,5
13525,628.78,6,11/25/2011,5/20/2014,907,0,4
13527,2263.76,224,11/9/2011,5/21/2014,924,9,8
13529,307.76,15,9/22/2011,5/22/2014,973,2,2
13531,483.8,22,5/18/2011,5/23/2014,1101,3,4
13532,210.31,66,6/11/2011,5/24/2014,1078,6,1
13533,270.79,76,10/6/2011,5/25/2014,962,6,2
13534,5613.08,342,11/2/2011,5/26/2014,936,9,9
13536,3448.29,179,11/30/2011,5/27/2014,909,8,8
13538,1280.85,25,11/8/2011,5/28/2014,932,3,6
13539,605.84,38,9/15/2011,5/29/2014,987,4,4
13544,291.41,87,10/31/2011,5/30/2014,942,7,2
13546,626.99,98,11/27/2011,5/31/2014,916,7,4
13548,682.41,124,10/4/2011,6/1/2014,971,7,5
13549,916.12,52,12/7/2011,6/2/2014,908,5,6
13551,91.8,4,1/24/2011,6/3/2014,1226,0,0
13552,3539.53,121,9/19/2011,6/4/2014,989,7,9
13555,4149.28,136,9/27/2011,6/5/2014,982,8,9
13557,584.06,34,11/11/2011,6/6/2014,938,4,4
13558,605.06,175,11/16/2011,6/7/2014,934,8,4
13560,174.37,33,2/12/2011,6/8/2014,1212,4,1
13561,141.86,14,8/5/2011,6/9/2014,1039,1,0
13562,1799.33,82,9/19/2011,6/10/2014,995,6,7
13563,777.53,49,9/16/2011,6/11/2014,999,5,5
13564,647.74,85,7/18/2011,6/12/2014,1060,6,4
13565,240.22,38,11/20/2011,6/13/2014,936,4,2
13566,874.71,176,10/30/2011,6/14/2014,958,8,5
13568,192.85,44,6/19/2011,6/15/2014,1092,5,1
13569,373.75,85,11/22/2011,6/16/2014,937,6,3
13570,239.49,27,10/4/2011,6/17/2014,987,3,2
13571,2092.32,341,11/27/2011,6/18/2014,934,9,8
13572,1384.25,33,5/18/2011,6/19/2014,1128,4,7
13573,294.4,26,10/20/2011,6/20/2014,974,3,2
13575,732.07,46,12/10/2011,6/21/2014,924,5,5
13576,6703.3,130,11/29/2011,6/22/2014,936,8,9
13577,1658.3,85,12/9/2011,6/23/2014,927,6,7
13579,467.04,23,11/25/2011,6/24/2014,942,3,4
13581,118,10,3/2/2011,6/25/2014,1211,1,0
13583,781.03,53,7/7/2011,6/26/2014,1085,5,5
13584,142.4,24,6/2/2011,6/27/2014,1121,3,0
13587,347,11,10/27/2011,6/28/2014,975,1,3
13588,2445.12,180,11/24/2011,6/29/2014,948,8,8
13589,379.65,21,11/25/2011,6/30/2014,948,2,3
13590,1976.12,89,12/7/2011,7/1/2014,937,7,7
13591,1117.13,58,6/10/2011,7/2/2014,1118,5,6
13592,247.96,16,10/5/2011,7/3/2014,1002,2,2
13593,1990.28,129,8/23/2011,7/4/2014,1046,8,7
13594,396.97,26,10/18/2011,7/5/2014,991,3,3
13596,697.04,166,11/27/2011,7/6/2014,952,8,5
13598,167.42,41,10/23/2011,7/7/2014,988,4,1
13599,5030.6,264,12/7/2011,7/8/2014,944,9,9
13600,219.52,19,1/31/2011,7/9/2014,1255,2,1
13601,693.32,99,12/5/2011,7/10/2014,948,7,5
13602,428.89,23,6/10/2011,7/11/2014,1127,3,3
13603,164.34,27,11/13/2011,7/12/2014,972,3,1
